id,first_name,last_name,product,country,active_from,days_active
8b9c65b6-a16d-4fc1-9c6f-84b97189dcbe,Mervin,Ostridge,GMC,Indonesia,2017-07-19,827
476ae81e-7104-42bb-acd8-827e5f7b124e,Cord,Gourlie,Jaguar,Palestinian Territory,2018-03-28,631
b22906bf-3307-4ed7-bcae-d61907d684a6,Palmer,Ribeiro,Ford,Ivory Coast,2017-10-08,140
1b79638e-7762-498b-9e04-6a3167c82982,Hort,Whiteside,GMC,Brazil,2020-07-16,859
5c64c05a-8896-468f-86b5-6d669b7e1888,Tammy,Silbermann,Ford,Indonesia,2017-10-25,594
1831be80-b29f-4494-82f0-0838ac6231c7,Rycca,Oolahan,Ford,Russia,2015-01-12,896
f58638a4-fe0b-493b-b31f-05682bf82ec8,Nita,Schubbert,Mitsubishi,Philippines,2021-03-01,91
8149aebc-a54d-4cb7-899c-24882fb129e9,Donaugh,Ledrane,Kia,China,2017-04-30,596
8cbbfd9c-bf50-404f-b347-35f3a3feb154,Abel,Goadby,Ford,Brazil,2019-01-04,161
0b6128a4-2a8a-45af-88ac-bcfce639eee4,Jacinthe,Christoffe,Alfa Romeo,Finland,2017-08-14,741
f0af1c39-68d6-4bfd-8620-fcd1298afb13,Harland,Laing,Ford,Sweden,2019-06-06,553
b33da91a-1faf-4c10-ba57-43dd5d8a6269,Miquela,Snazle,Saab,Indonesia,2016-04-26,159
d56c57e1-79b6-46cf-82c3-255e8608fdcb,Halli,Burds,Eagle,Indonesia,2018-11-05,7
c972861e-c8cf-4a2b-87e4-bba50607a624,Sigrid,Tineman,Ford,Tanzania,2015-04-10,467
73f77d59-0978-45cd-a81d-4e44a8a9dd6c,Randi,Desborough,Lexus,Russia,2019-07-13,757
77aa5463-8ff2-429b-a03f-cc00a09a5ac5,Lenard,Lilion,GMC,Cuba,2015-10-30,593
7971c698-dc4b-4b40-918b-aed385d11d51,Tomasine,Billett,Ford,China,2016-04-11,319
91f292d9-4692-4f59-923a-b51c03fb7f71,Marrilee,Rivilis,BMW,Indonesia,2018-07-06,556
9137f92c-c4fc-4e6b-9257-560610427465,Terrie,Casarini,Dodge,South Africa,2015-07-09,944
d3381a3a-223e-424f-a46e-46d63328a2d7,Paulo,Kennett,Audi,Madagascar,2017-10-18,785
e03a5772-eaa9-4a97-b010-fbc4702c3f6d,Sarina,McPake,Toyota,China,2016-05-12,564
590e2ada-5eed-467c-bd23-e93c2767df45,Kirbie,Cathery,Acura,China,2015-05-26,644
8a84322b-954b-421e-ae9a-fa1f9129468c,Sky,Benzie,Mazda,Russia,2015-05-07,277
48d0f905-0275-4eb4-b013-f3297a159045,Karlik,Habbal,Volvo,Brazil,2019-05-25,243
93b41e41-eb45-4fd1-94cc-900df6d39114,Halsy,Buten,Nissan,Namibia,2019-01-04,594
3aa81e4d-b9ad-451f-a424-5cb757aa7836,Enriqueta,Elders,Ford,China,2017-06-12,702
c26e7043-0429-4a4d-859e-c843f0cf66db,Tine,Gorvin,Mitsubishi,Russia,2016-10-11,711
11cf7a74-ea50-4102-9369-af0905527949,Lynne,Chisnall,Mercedes-Benz,Ghana,2021-07-19,972
9bdc87b8-53c5-4f93-a5f8-4d78db8d0bce,Robinette,Casaroli,Lexus,Indonesia,2019-01-15,286
15e8deea-9dce-4132-8451-e862a86e4e6f,Cordelie,Ruberti,Land Rover,Ukraine,2021-04-26,231
29ef2a3e-7551-4dff-afcb-23e6f73a76f1,Miriam,Betteridge,Pontiac,Russia,2016-11-18,363
353e2514-84cb-4f56-8d27-d18dc66cdc24,Linda,Mitchenson,Buick,Indonesia,2018-02-22,839
84fe4d25-dea0-4f18-b50a-8e0ee4ac3ddf,Dacia,Restieaux,Isuzu,Iraq,2020-05-30,601
43c9ac0c-4ee4-4ab7-9d92-c00011e5bc77,Roseanne,Fones,Dodge,Cuba,2015-02-16,790
0de7a2f4-9349-43ac-8a48-69aca257ccd9,Sawyer,Vaillant,GMC,Poland,2020-03-14,824
457e6a3d-34e5-4592-9c0d-dfb596ff8a12,Tedra,Clunan,Volkswagen,China,2016-01-21,226
5e109c61-d009-4bfe-ba5f-773c61464599,Elbertine,Ealden,Chevrolet,Egypt,2021-08-14,752
b659f1c2-abae-4517-a699-6eac0b271bd0,Emilie,Drennan,Chevrolet,Namibia,2015-05-21,415
2c133e0f-3df1-4ddc-a18f-ac164df38a1e,Alicia,MacArdle,Lincoln,Czech Republic,2020-06-11,593
dd5c84c6-8442-43b0-944c-b77290299350,Judy,Snadden,Ferrari,Czech Republic,2020-12-23,133
9af93f70-5e05-4b15-bebf-263c7c01bc7a,Kelli,Ranahan,Audi,Bosnia and Herzegovina,2020-06-24,159
0c1dc465-aef5-43cc-820e-67351acbdf18,Sancho,Biddell,Mazda,Belgium,2017-04-06,522
45c31018-becc-43bb-a46e-740919eedfaa,Kennan,Dewing,Isuzu,Spain,2019-02-08,493
8ec29df5-2949-4722-a5fb-fe3c1c02ff5b,Ariel,Raspel,Ford,Cameroon,2017-09-17,129
f26b5df7-58d0-437c-8c65-71122e67e406,Harmonie,Bjorkan,Pontiac,France,2020-07-09,392
5522eadd-a8c0-49dc-815a-4212c4fa043d,Delphine,Baynton,Oldsmobile,China,2016-01-19,466
9bd1c762-9311-44c6-b27a-e10e59620ea8,Kerr,Vondruska,Pontiac,Comoros,2019-05-13,672
6de2ceab-520e-41e7-83ec-e77d1a264703,Isabel,MacDearmaid,Ford,France,2020-11-30,868
9ac0e618-77fb-47b1-8d96-1dcffc0d9f09,Brina,Thornley,Acura,Tanzania,2020-04-29,92
9761f869-b19c-41dc-86f2-0f9957181736,Carree,Baine,GMC,France,2017-06-25,603
fd89db28-0342-4797-bc80-b02a3a908bc7,Hugues,Kristufek,Saab,Japan,2017-09-20,222
f31511a1-8792-4431-99f3-84f2f6103d78,Laura,Eloy,Dodge,Indonesia,2018-02-28,503
3881ef0f-9acd-4fec-9533-f19201facb5d,Jori,Libbey,Subaru,China,2015-09-03,153
85287d9b-8e2b-463d-b8c9-3240105ab5ff,Stacie,Tinner,Mercedes-Benz,Czech Republic,2015-11-12,815
1535f64a-51c5-4352-a2c9-1302d769d8e7,Farris,Haskur,Mitsubishi,China,2017-08-10,171
430c6dcc-390e-4972-a83e-d0743f7348ab,Felicdad,Boland,Toyota,China,2017-03-25,638
