id,first_name,last_name,product,country,active_from,days_active
ce367884-3ca0-4495-8aa5-5bfa33c94d12,Katerina,Logsdale,Saab,China,2020-05-13,950
be6a84f0-8453-4b73-a766-e86916f3f25c,Gradeigh,Fancourt,Mitsubishi,United States,2021-07-17,807
0dedaec4-fb62-497f-bfdd-8fe643ea2788,Mattheus,Whisson,Lincoln,China,2018-04-10,647
954fc014-ec7a-45ae-b831-27eed6e5a457,Tania,Bradfield,Pontiac,France,2018-12-01,659
bc91b03d-41f1-43aa-8626-81fe038f4a53,Ula,Crusham,Chevrolet,Paraguay,2015-08-07,158
1880fed7-69aa-42b9-bb64-fa55546a694b,Merridie,Tough,Buick,Russia,2018-09-28,56
73780fd2-4419-4fe8-8b6e-fef0586bbb7f,Doralynn,Mamwell,Mercedes-Benz,Indonesia,2018-08-22,44
a13887c3-6467-4683-8c40-3c847fea7d6b,Elane,Vasishchev,Chrysler,Brazil,2019-08-28,390
67ae63ab-cf08-4d95-9470-9a6d997e1dfe,Wallas,Gommowe,Mercury,Portugal,2017-12-08,615
ae7c8299-b04d-4a51-b53c-b39a68e4f76f,Ottilie,Brabham,Buick,Hungary,2019-11-10,196
0b56471c-ce4c-4e0d-83d4-5a8005877099,Salomo,Millott,Dodge,Russia,2015-07-07,809
12853762-ef4a-4ea6-b0e8-7712264db739,Pammi,Martinello,Chrysler,Russia,2018-05-29,379
6bf27167-e098-427e-ad9a-f73d1d249dde,Christophe,Leuchars,Land Rover,Portugal,2019-10-01,512
f46b5f31-8d09-4722-bb65-d6093596c71f,Calley,Monery,Volkswagen,Morocco,2017-02-15,879
1436101d-2421-4893-a379-f6f179c75e4e,Kathe,Millican,Chevrolet,United States,2019-06-07,744
5db2ca10-faa1-48d4-bb54-a56a80d014d9,Francoise,Fishbourn,GMC,Romania,2019-08-21,656
95686f58-4e98-4496-99d2-3f2d230c270e,Darrick,Pelling,Lexus,Ireland,2018-04-09,967
269ed931-5def-40ce-83a5-b665c9cc383f,Hillier,Fawdry,Toyota,Indonesia,2015-07-02,582
4fd3aa11-900e-4556-b2b0-672c6238bdf8,Lilias,Sandifer,Buick,Indonesia,2017-05-21,646
e96f10b7-6639-42f7-8146-4d0e19f36699,Sada,Aspland,Pontiac,Norway,2016-05-11,801
a05344ea-79f4-434b-824e-35d6559c195c,Vitoria,Scoggan,Subaru,Portugal,2018-12-21,27
40eb9fa1-0754-4516-966e-de6861cc8913,Dame,Kolushev,Dodge,Democratic Republic of the Congo,2017-04-01,225
816756ec-0e1f-49a0-af3c-694d80b4797b,Shaylynn,Maskrey,Ford,China,2018-06-05,211
9b69db01-92dd-440f-8f67-9d28f291a890,Dom,Feldhammer,Suzuki,Syria,2020-08-07,573
06c580ee-d76f-407a-8903-f75eb9361dff,Reece,Heaselgrave,Nissan,China,2015-01-25,790
287315b8-c5cc-4dfa-ad93-2cb96db6246b,Amery,Kittle,Kia,Indonesia,2019-06-30,80
9e7a15de-4425-498c-941d-d1c9fde04d33,Ebba,Ferreli,Pontiac,China,2015-03-14,860
